Time,X-Gyro,Y-Gyro,Z-Gyro,X-Accel,Y-Accel,Z-Accel
30.679,-2476.00,-11268.00,-11452.00,-429.00,380.00,6.00
30.783,-2520.00,-11204.00,-11532.00,-399.00,351.00,7.00
30.886,-2496.00,-11216.00,-11452.00,-401.00,374.00,7.00
30.991,-2516.00,-11228.00,-11492.00,-406.00,366.00,-5.00
31.094,-2524.00,-11192.00,-11552.00,-399.00,381.00,15.00
31.198,-2572.00,-11264.00,-11364.00,-419.00,362.00,10.00
31.302,-2500.00,-11232.00,-11572.00,-394.00,374.00,23.00
31.405,-2568.00,-11188.00,-11676.00,-428.00,360.00,-3.00
31.508,-2524.00,-11232.00,-11564.00,-425.00,367.00,20.00
31.612,-2560.00,-11216.00,-11504.00,-400.00,388.00,23.00
31.715,-2568.00,-11276.00,-11632.00,-415.00,361.00,10.00
31.818,-2596.00,-11228.00,-11648.00,-408.00,347.00,21.00
31.922,-2612.00,-11296.00,-11636.00,-406.00,385.00,13.00
32.025,-2580.00,-11244.00,-11580.00,-403.00,367.00,24.00
32.128,-2468.00,-11304.00,-11508.00,-449.00,362.00,6.00
32.230,-2588.00,-11196.00,-11524.00,-403.00,373.00,5.00
32.334,-2468.00,-11256.00,-11412.00,-397.00,354.00,4.00
32.439,-2484.00,-11264.00,-11552.00,-394.00,396.00,-2.00
32.543,-2572.00,-11312.00,-11644.00,-418.00,388.00,-2.00
32.645,-2556.00,-11236.00,-11612.00,-408.00,357.00,8.00
32.749,-2512.00,-11128.00,-11476.00,-399.00,385.00,14.00
32.851,-2548.00,-11104.00,-11568.00,-415.00,394.00,7.00
32.956,-2456.00,-11228.00,-11644.00,-418.00,342.00,19.00
33.060,-2488.00,-11124.00,-11608.00,-404.00,369.00,-1.00
33.162,-2580.00,-11232.00,-11692.00,-390.00,381.00,7.00
33.267,-2536.00,-11240.00,-11556.00,-399.00,386.00,13.00
33.369,-2588.00,-11228.00,-11696.00,-421.00,363.00,5.00
33.473,-2460.00,-11260.00,-11612.00,-287.00,340.00,32.00
33.577,-2384.00,-11144.00,-11764.00,-412.00,325.00,22.00
33.680,-2488.00,-11256.00,-11632.00,-424.00,378.00,33.00
33.784,-2572.00,-11172.00,-11780.00,-414.00,366.00,-7.00
33.887,-2624.00,-11080.00,-11688.00,-398.00,372.00,-10.00
33.989,-2496.00,-11208.00,-11692.00,-408.00,332.00,9.00
34.092,-2604.00,-11244.00,-11656.00,-421.00,373.00,2.00
34.197,-2496.00,-11160.00,-11620.00,-419.00,366.00,24.00
34.301,-2640.00,-11164.00,-11696.00,-397.00,352.00,17.00
34.404,-2500.00,-11128.00,-11604.00,-411.00,392.00,28.00
34.508,-2576.00,-11168.00,-11600.00,-403.00,369.00,-10.00
34.611,-2548.00,-11160.00,-11612.00,-398.00,357.00,13.00
34.715,-2420.00,-11052.00,-11676.00,-388.00,362.00,15.00
34.819,-2480.00,-11188.00,-11664.00,-414.00,385.00,17.00
34.922,-2516.00,-11176.00,-11620.00,-400.00,364.00,21.00
35.025,-2476.00,-11100.00,-11464.00,-420.00,390.00,-1.00
35.129,-2492.00,-11208.00,-11576.00,-403.00,367.00,-2.00
35.230,-2548.00,-11200.00,-11624.00,-412.00,359.00,6.00
35.336,-2528.00,-11244.00,-11688.00,-401.00,378.00,30.00
35.439,-2492.00,-11140.00,-11632.00,-386.00,372.00,18.00
35.542,-2512.00,-11176.00,-11604.00,-396.00,369.00,-7.00
35.646,-2528.00,-11172.00,-11576.00,-415.00,394.00,26.00
35.749,-2540.00,-11144.00,-11580.00,-378.00,384.00,21.00
35.853,-2564.00,-11124.00,-11600.00,-413.00,374.00,15.00
35.956,-2608.00,-11112.00,-11692.00,-392.00,375.00,10.00
36.057,-2520.00,-11172.00,-11764.00,-408.00,377.00,6.00
36.161,-2516.00,-11140.00,-11556.00,-424.00,383.00,7.00
36.267,-2464.00,-11216.00,-11680.00,-411.00,351.00,32.00
36.370,-2412.00,-11100.00,-11564.00,-418.00,377.00,17.00
36.472,-2560.00,-11144.00,-11660.00,-419.00,382.00,5.00
36.577,-2448.00,-11160.00,-11772.00,-382.00,376.00,28.00
36.680,-2564.00,-11176.00,-11656.00,-407.00,369.00,27.00
36.784,-2484.00,-11216.00,-11508.00,-432.00,371.00,11.00
36.887,-2512.00,-11120.00,-11588.00,-419.00,356.00,20.00
36.990,-2476.00,-11188.00,-11556.00,-427.00,354.00,8.00
37.092,-2584.00,-11156.00,-11656.00,-389.00,366.00,5.00
37.197,-2504.00,-11140.00,-11540.00,-399.00,360.00,17.00
37.300,-2496.00,-11044.00,-11732.00,-395.00,376.00,9.00
37.404,-2440.00,-11116.00,-11720.00,-408.00,392.00,-4.00
37.506,-2512.00,-11104.00,-11480.00,-384.00,366.00,7.00
37.611,-2560.00,-11136.00,-11692.00,-404.00,404.00,11.00
37.714,-2584.00,-11236.00,-11628.00,-411.00,377.00,11.00
37.816,-2508.00,-11100.00,-11624.00,-396.00,345.00,8.00
37.921,-2560.00,-11124.00,-11776.00,-420.00,357.00,33.00
38.024,-2528.00,-11184.00,-11672.00,-399.00,372.00,-5.00
38.128,-2516.00,-11120.00,-11764.00,-394.00,363.00,10.00
38.231,-2648.00,-11148.00,-11688.00,-404.00,367.00,5.00
38.335,-2432.00,-11076.00,-11624.00,-399.00,361.00,-9.00
38.437,-2464.00,-11188.00,-11652.00,-402.00,364.00,7.00
38.542,-2540.00,-11164.00,-11696.00,-373.00,362.00,14.00
38.645,-2524.00,-11084.00,-11556.00,-400.00,367.00,10.00
38.749,-2540.00,-11100.00,-11748.00,-405.00,381.00,10.00
38.851,-2596.00,-11148.00,-11640.00,-380.00,382.00,8.00
38.955,-2580.00,-11164.00,-11608.00,-395.00,381.00,9.00
39.059,-2532.00,-11220.00,-11624.00,-408.00,381.00,12.00
39.163,-2552.00,-11176.00,-11616.00,-411.00,354.00,-3.00
39.266,-2464.00,-11088.00,-11732.00,-390.00,371.00,33.00
39.370,-2552.00,-11172.00,-11492.00,-408.00,362.00,10.00
39.472,-2464.00,-11096.00,-11836.00,-397.00,369.00,1.00
39.576,-2404.00,-11080.00,-11704.00,-406.00,384.00,33.00
39.680,-2440.00,-11100.00,-11648.00,-427.00,352.00,11.00
39.784,-2604.00,-11088.00,-11796.00,-509.00,251.00,-42.00
39.887,-2596.00,-11140.00,-11608.00,-402.00,368.00,34.00
39.989,-2532.00,-11164.00,-11816.00,-410.00,390.00,7.00
40.094,-2604.00,-11088.00,-11680.00,-413.00,390.00,15.00
40.197,-2504.00,-11092.00,-11620.00,-423.00,386.00,26.00
40.301,-2484.00,-11068.00,-11808.00,-399.00,390.00,16.00
40.404,-2444.00,-11172.00,-11800.00,-407.00,376.00,23.00
40.507,-2540.00,-10936.00,-11572.00,-389.00,353.00,-2.00
40.611,-2460.00,-11076.00,-11696.00,-403.00,355.00,19.00
40.713,-2520.00,-11208.00,-11664.00,-411.00,391.00,8.00
40.818,-2516.00,-11152.00,-11672.00,-310.00,409.00,51.00
40.922,-2528.00,-11188.00,-11636.00,-393.00,392.00,15.00
41.022,-2516.00,-11152.00,-11628.00,-397.00,359.00,9.00
41.126,-2568.00,-11100.00,-11692.00,-403.00,382.00,9.00
41.230,-2480.00,-11076.00,-11632.00,-387.00,354.00,2.00
41.335,-2548.00,-11088.00,-11732.00,-413.00,382.00,24.00
41.438,-2608.00,-11112.00,-11840.00,-409.00,371.00,19.00
41.540,-2464.00,-11032.00,-11672.00,-412.00,368.00,9.00
41.643,-2536.00,-11052.00,-11676.00,-408.00,390.00,1.00
41.748,-2552.00,-11088.00,-11724.00,-382.00,377.00,15.00
41.852,-2512.00,-11028.00,-11776.00,-387.00,382.00,14.00
41.954,-2492.00,-11072.00,-11728.00,-408.00,371.00,0.00
42.057,-2468.00,-11024.00,-11744.00,-407.00,358.00,8.00
42.162,-2528.00,-11040.00,-11784.00,-390.00,379.00,-3.00
42.266,-2552.00,-11228.00,-11676.00,-413.00,381.00,33.00
42.369,-2416.00,-11044.00,-11832.00,-390.00,378.00,-14.00
42.473,-2500.00,-11096.00,-11588.00,-361.00,399.00,14.00
42.576,-2404.00,-11172.00,-11696.00,-418.00,365.00,11.00
42.680,-2592.00,-11120.00,-11700.00,-418.00,370.00,21.00
42.783,-2432.00,-11024.00,-11744.00,-391.00,375.00,-2.00
42.887,-2488.00,-11116.00,-11796.00,-409.00,358.00,-22.00
42.990,-2448.00,-11148.00,-11704.00,-424.00,365.00,18.00
43.093,-2504.00,-11072.00,-11768.00,-415.00,372.00,34.00
43.197,-2512.00,-11048.00,-11836.00,-415.00,384.00,-4.00
43.300,-2544.00,-11036.00,-11844.00,-415.00,368.00,13.00
43.404,-2496.00,-11060.00,-11676.00,-387.00,370.00,27.00
43.507,-2568.00,-10996.00,-11596.00,-420.00,379.00,17.00
43.611,-2460.00,-11096.00,-11788.00,-389.00,372.00,23.00
43.714,-2480.00,-11088.00,-11620.00,-390.00,376.00,23.00
43.815,-2516.00,-11032.00,-11520.00,-403.00,375.00,3.00
43.920,-2532.00,-11084.00,-11600.00,-412.00,361.00,6.00
44.024,-2448.00,-11088.00,-11720.00,-396.00,369.00,19.00
44.128,-2408.00,-11116.00,-11816.00,-394.00,392.00,12.00
44.231,-2528.00,-11076.00,-11760.00,-393.00,373.00,13.00
44.333,-2512.00,-11072.00,-11680.00,-397.00,378.00,5.00
44.438,-2488.00,-11080.00,-11668.00,-395.00,387.00,17.00
44.542,-2456.00,-11152.00,-11852.00,-409.00,367.00,35.00
44.645,-2588.00,-11064.00,-11852.00,-417.00,383.00,-11.00
44.748,-2460.00,-10988.00,-11624.00,-393.00,328.00,29.00
44.851,-2504.00,-11096.00,-11700.00,-424.00,371.00,3.00
44.955,-2484.00,-11148.00,-11736.00,-416.00,378.00,35.00
45.057,-2416.00,-11104.00,-11868.00,-413.00,370.00,6.00
45.161,-2492.00,-11012.00,-11712.00,-410.00,374.00,3.00
45.265,-2504.00,-11172.00,-11844.00,-399.00,376.00,-3.00
45.367,-2552.00,-11064.00,-11588.00,-415.00,359.00,8.00
45.473,-2512.00,-10932.00,-11736.00,-406.00,373.00,13.00
45.575,-2468.00,-11044.00,-11768.00,-399.00,390.00,5.00
45.679,-2480.00,-10952.00,-11688.00,-404.00,394.00,18.00
45.781,-2528.00,-11024.00,-11804.00,-396.00,390.00,8.00
45.886,-2472.00,-11020.00,-11792.00,-401.00,364.00,30.00
45.989,-2516.00,-10988.00,-11868.00,-382.00,371.00,12.00
46.091,-2528.00,-11044.00,-11736.00,-390.00,387.00,2.00
46.194,-2504.00,-11048.00,-11864.00,-398.00,380.00,9.00
46.298,-2456.00,-11060.00,-11840.00,-415.00,389.00,9.00
46.403,-2500.00,-11072.00,-11784.00,-417.00,369.00,19.00
46.507,-2584.00,-11112.00,-11784.00,-414.00,392.00,-4.00
46.610,-2448.00,-10980.00,-11728.00,-398.00,365.00,-7.00
46.714,-2520.00,-11028.00,-11632.00,-415.00,353.00,-2.00
46.818,-2408.00,-10952.00,-11804.00,-379.00,388.00,27.00
46.921,-2400.00,-10960.00,-11712.00,-407.00,396.00,17.00
47.025,-2284.00,-10576.00,-11828.00,1739.00,3459.00,849.00
47.128,-4464.00,-21976.00,532.00,9152.00,4428.00,-26184.00
47.232,-872.00,-9396.00,-13440.00,-27536.00,-31120.00,-32768.00
47.336,-7756.00,944.00,-4744.00,-32768.00,-32768.00,-32768.00
47.440,-10764.00,5084.00,-21372.00,-15517.00,-32768.00,-5748.00
47.543,-18224.00,312.00,-664.00,32767.00,-3619.00,7550.00
47.647,-6612.00,-3576.00,-14808.00,-7083.00,-9222.00,-11767.00
47.750,564.00,-5776.00,-17752.00,3637.00,-3082.00,-687.00
47.854,-4220.00,13704.00,-18176.00,29073.00,17932.00,17280.00
47.957,-10092.00,9644.00,-12880.00,20845.00,8479.00,31327.00
48.061,-11516.00,1012.00,-3860.00,5241.00,18843.00,32655.00
48.165,-2712.00,-6712.00,-692.00,32767.00,-7277.00,28953.00
48.268,-2012.00,-9224.00,-13832.00,3714.00,1493.00,-818.00
48.371,-1784.00,-9500.00,-13232.00,843.00,873.00,-514.00
48.475,-1468.00,-9820.00,-13092.00,803.00,894.00,-416.00
48.578,-1184.00,-10092.00,-12948.00,733.00,868.00,-352.00
48.682,-1212.00,-10388.00,-12660.00,506.00,780.00,-294.00
48.785,-1176.00,-10416.00,-12564.00,340.00,727.00,-251.00
48.889,-1012.00,-10500.00,-12412.00,238.00,670.00,-200.00
48.992,-1036.00,-10488.00,-12436.00,188.00,628.00,-199.00
49.094,-816.00,-10772.00,-12232.00,80.00,606.00,-158.00
49.198,-800.00,-10756.00,-12288.00,35.00,584.00,-151.00
49.303,-828.00,-10840.00,-12236.00,-38.00,562.00,-127.00
49.406,-668.00,-10916.00,-12248.00,-64.00,536.00,-107.00
49.507,-588.00,-10972.00,-12024.00,-97.00,511.00,-97.00
49.613,-776.00,-11104.00,-12056.00,-110.00,505.00,-98.00
49.716,-496.00,-11032.00,-12092.00,-152.00,486.00,-108.00
49.820,-596.00,-11140.00,-12108.00,-173.00,483.00,-87.00
49.923,-556.00,-11176.00,-12036.00,-166.00,475.00,-74.00
50.027,-472.00,-10968.00,-11900.00,-223.00,469.00,2.00
50.130,-484.00,-11088.00,-11992.00,-305.00,404.00,-87.00
50.233,-668.00,-11352.00,-11920.00,-142.00,431.00,-55.00
50.338,6784.00,-5564.00,-8716.00,-20473.00,-15395.00,-1110.00
50.441,2844.00,-9576.00,-10064.00,-32768.00,-31812.00,3793.00
50.545,-4488.00,8044.00,-29352.00,-32768.00,-29759.00,11693.00
50.649,-19104.00,-7980.00,-5828.00,10099.00,11592.00,-21419.00
50.752,-32768.00,32767.00,12452.00,-32768.00,-15663.00,24151.00
50.856,-12332.00,9856.00,476.00,-32768.00,-13246.00,-6722.00
50.960,-10660.00,12536.00,148.00,-32768.00,-2042.00,4394.00
51.064,-12016.00,10196.00,15360.00,32767.00,11842.00,3400.00
51.167,-9788.00,24764.00,9772.00,27027.00,20969.00,3754.00
51.270,-18072.00,11016.00,18024.00,-28917.00,-24.00,3415.00
51.375,-5400.00,5064.00,4264.00,-32768.00,-9565.00,30686.00
51.478,-21516.00,32767.00,21676.00,8867.00,13395.00,14947.00
51.583,-15608.00,6516.00,-16092.00,32767.00,13289.00,-19924.00
51.686,-17472.00,7548.00,-3736.00,24428.00,3824.00,19244.00
51.789,-10612.00,-12608.00,-32768.00,32767.00,-8975.00,32767.00
51.893,-8324.00,7648.00,-13344.00,15932.00,2775.00,-2094.00
51.997,-8836.00,4784.00,-10076.00,4092.00,-1156.00,1749.00
52.100,-9416.00,7284.00,-14192.00,-4856.00,-494.00,-3583.00
52.204,-7192.00,8372.00,-14152.00,17988.00,658.00,5747.00
52.307,-7656.00,3028.00,-13880.00,748.00,4050.00,-1664.00
52.411,-7712.00,2508.00,-14072.00,6678.00,3385.00,1105.00
52.514,-7092.00,2452.00,-15144.00,-2857.00,992.00,-1770.00
52.618,-6488.00,3200.00,-15092.00,1151.00,-734.00,2585.00
52.721,-392.00,-1556.00,-12336.00,-11067.00,-1926.00,95.00
52.825,-6796.00,4436.00,-15068.00,2143.00,1259.00,-325.00
52.928,-7000.00,3720.00,-13572.00,-158.00,-70.00,1236.00
53.032,-6584.00,12016.00,-9560.00,5925.00,-4892.00,250.00
53.136,-7736.00,8844.00,-14412.00,11993.00,2832.00,6972.00
53.240,-7672.00,3184.00,-13520.00,23770.00,22788.00,-14600.00
53.344,-3740.00,-5840.00,-17684.00,-21792.00,-4495.00,-353.00
53.447,-4076.00,-5912.00,-14616.00,2877.00,2753.00,-1411.00
53.551,-3960.00,-6180.00,-14848.00,3559.00,2300.00,-1003.00
53.655,-3648.00,-6648.00,-14664.00,1391.00,1373.00,-638.00
53.758,-3008.00,-6216.00,-17156.00,12842.00,17329.00,-4339.00
53.862,-1264.00,-16212.00,-14656.00,-32768.00,-18413.00,-18091.00
53.966,-2088.00,-11552.00,-9176.00,26556.00,3996.00,-3853.00
54.069,-4740.00,-12580.00,-12664.00,879.00,8054.00,-6025.00
54.172,-4120.00,-4036.00,-12696.00,-31842.00,23082.00,2552.00
54.277,3532.00,-11792.00,-4216.00,-633.00,-12147.00,-13350.00
54.380,5716.00,2672.00,-32768.00,-5446.00,-19.00,-4910.00
54.484,-244.00,-3500.00,-11880.00,-32768.00,14535.00,-3048.00
54.588,6480.00,-6432.00,-12820.00,18413.00,-3020.00,-15789.00
54.691,-6408.00,2444.00,-17616.00,32767.00,-19871.00,-32768.00
54.795,2976.00,-4380.00,-22968.00,6490.00,-4366.00,-4554.00
54.899,2340.00,-6304.00,-10692.00,7615.00,2854.00,3516.00
55.003,-3500.00,-8660.00,-13516.00,-10296.00,21901.00,22895.00
55.105,92.00,-7844.00,-10940.00,922.00,11878.00,12921.00
55.209,6036.00,-13072.00,-15676.00,7226.00,-2786.00,-10227.00
55.313,-6592.00,-8076.00,-8076.00,6017.00,-30559.00,-32768.00
55.416,724.00,-6984.00,-16512.00,8312.00,-15086.00,-6375.00
55.520,1636.00,-6792.00,-18816.00,-19548.00,7390.00,10404.00
55.624,-3128.00,-8772.00,-13472.00,-1973.00,32767.00,23706.00
55.728,5284.00,-5552.00,-4180.00,-7695.00,10327.00,15951.00
55.831,2276.00,-3428.00,-11900.00,-1402.00,-28386.00,21509.00
55.935,-992.00,-148.00,-20996.00,-3948.00,-24568.00,-2803.00
56.038,-3852.00,228.00,-21340.00,7286.00,-447.00,3248.00
56.142,-4700.00,-1740.00,-11236.00,32767.00,-6014.00,185.00
56.245,928.00,-12920.00,-15092.00,32767.00,21698.00,689.00
56.349,-2520.00,-12064.00,-13164.00,-12468.00,6788.00,2190.00
56.453,-1464.00,-9620.00,-13100.00,-5599.00,-2591.00,564.00
56.557,-1548.00,-9844.00,-12928.00,-514.00,287.00,-102.00
56.660,-1356.00,-9912.00,-12896.00,1036.00,1088.00,-278.00
56.763,-1388.00,-9980.00,-12940.00,552.00,833.00,-193.00
56.866,-1332.00,-10092.00,-12952.00,85.00,647.00,-146.00
56.970,-1208.00,-10036.00,-12888.00,-44.00,572.00,-119.00
57.073,-1204.00,-10204.00,-13004.00,-68.00,568.00,-130.00
57.177,-1064.00,-10308.00,-12848.00,-86.00,563.00,-103.00
57.280,-1056.00,-10340.00,-12660.00,-102.00,553.00,-92.00
57.384,-976.00,-10348.00,-12716.00,-117.00,534.00,-67.00
57.487,-1080.00,-10452.00,-12712.00,-128.00,496.00,-89.00
57.591,-964.00,-10360.00,-12476.00,-138.00,536.00,-58.00
57.694,-944.00,-10464.00,-12516.00,-202.00,506.00,-66.00
57.797,-812.00,-10500.00,-12548.00,-188.00,486.00,-69.00
57.901,-944.00,-10564.00,-12596.00,-220.00,470.00,-86.00
58.004,-848.00,-10568.00,-12496.00,-211.00,480.00,-45.00
58.108,-740.00,-10620.00,-12340.00,-199.00,471.00,-42.00
58.211,-888.00,-10660.00,-12304.00,-230.00,478.00,-26.00
58.315,-824.00,-10696.00,-12472.00,-284.00,459.00,-28.00
58.418,-788.00,-10732.00,-12420.00,-252.00,458.00,-31.00
58.521,-824.00,-10632.00,-12388.00,-239.00,453.00,-55.00
58.625,-764.00,-10684.00,-12256.00,-244.00,463.00,-35.00
58.728,-692.00,-10724.00,-12320.00,-253.00,422.00,-23.00
58.832,-760.00,-10720.00,-12332.00,-268.00,445.00,-41.00
58.935,-676.00,-10792.00,-12228.00,-277.00,436.00,-45.00
59.039,-688.00,-10868.00,-12288.00,-284.00,436.00,-46.00
59.142,-768.00,-10844.00,-12216.00,-294.00,436.00,-12.00
59.245,-708.00,-10884.00,-12080.00,-294.00,406.00,-47.00
59.349,-520.00,-10916.00,-12272.00,-287.00,422.00,-23.00
59.452,-592.00,-10880.00,-12204.00,-323.00,439.00,-26.00
59.556,-552.00,-10876.00,-12160.00,-312.00,426.00,-20.00
59.659,-620.00,-10892.00,-12116.00,-316.00,436.00,-38.00
59.762,-560.00,-11028.00,-12012.00,-320.00,449.00,-18.00
59.866,-576.00,-10984.00,-11976.00,-328.00,428.00,-31.00
59.969,-576.00,-10964.00,-12132.00,-298.00,413.00,2.00
60.071,-536.00,-11156.00,-11944.00,-334.00,428.00,-2.00
